LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
6800,12934,4912,6936,13111,5145
7072,12929,5039,7208,13115,4984
7344,12919,4858,7480,13117,4909
7616,12930,4883,7752,13102,5076
7888,12926,5079,8024,13121,5020
8160,12912,4900,8296,13055,4842
8432,12940,4886,8568,13131,5008
8704,12930,5112,8840,13113,5080
8976,12927,4925,9112,13118,4900
9248,12921,4877,9384,13116,4961
9520,12925,5073,9656,13123,5125
9792,12946,4966,9928,13114,4950
10064,12936,4839,10200,13092,4939
10336,12934,4991,10472,13087,5144
10608,12901,4999,10744,13069,4968
10880,12887,4833,11016,13083,4902
11152,12914,4892,11288,13121,5127
11424,12923,5040,11560,13115,4988
11696,12933,4858,11832,13116,4902
11968,12929,4892,12104,13120,5076
12240,12923,5080,12376,13110,5032
12512,12915,4905,12648,13129,4883
12784,12936,4884,12920,13120,4990
13056,12926,5098,13192,13115,5083
13328,12925,4932,13464,13118,4897
13600,12913,4870,13736,13115,4965
13872,12921,5058,14008,13109,5137
14144,12920,4968,14280,13115,4950
14416,12931,4841,14552,13115,4953
14688,12934,4983,14824,13108,5162
14960,12924,5018,15096,13120,4983
15232,12928,4832,15368,13104,4930
15504,12918,4922,15640,13101,5142
15776,12920,5063,15912,13123,5004
16048,12927,4893,16184,13114,4908
16320,12934,4899,16456,13114,5071
16592,12930,5107,16728,13109,5060
16864,12923,4916,17000,13091,4886
17136,12929,4887,17272,13106,4983
17408,12931,5110,17544,13097,5095
17680,12905,4942,17816,13084,4923
17952,12902,4874,18088,13091,4955
18224,12914,5050,18360,13109,5134
18496,12921,4961,18632,13104,4952
18768,12940,4857,18904,13114,4939
19040,12928,4961,19176,13116,5171
19312,12925,5031,19448,13108,4993
19584,12923,4861,19720,13111,4925
19856,12922,4921,19992,13115,5138
20128,12924,5072,20264,13111,5014
20400,12924,4906,20536,13116,4918
20672,12926,4899,20808,13111,5046
20944,12930,5111,21080,13112,5064
21216,12939,4939,21352,13110,4899
21488,12924,4884,21624,13113,4981
21760,12930,5110,21896,13122,5114
22032,12929,4953,22168,13116,4939
22304,12923,4865,22440,13119,4955
22576,12923,5035,22712,13098,5161
22848,12933,5003,22984,13116,4987
23120,12931,4852,23256,13114,4954
23392,12931,4953,23528,13103,5166
23664,12927,5051,23800,13113,5003
23936,12937,4882,24072,13104,4937
24208,12941,4932,24344,13094,5113
24480,12921,5099,24616,13068,5031
24752,12865,4916,24888,13066,4914
25024,12879,4881,25160,13098,5010
25296,12929,5100,25432,13103,5076
25568,12925,4921,25704,13114,4909
25840,12923,4870,25976,13115,4974
26112,12917,5088,26248,13109,5132
26384,12928,4975,26520,13111,4967
26656,12921,4863,26792,13127,4955
26928,12930,5010,27064,13109,5160
