32-1,1214537208,95
32-2,1214541114,48
32-3,1214545020,-25
32-4,1214548926,-83
32-5,1214552832,-93
32-6,1214556738,-65
32-7,1214560644,-34
32-8,1214564550,-7
32-9,1214568456,4
32-10,1214572362,-2
32-11,1214576268,-19
32-12,1214580174,-44
32-13,1214584080,-62
32-14,1214587986,-61
32-15,1214591892,-34
32-16,1214595798,3
32-17,1214599704,29
32-18,1214603610,32
32-19,1214607516,20
32-20,1214611422,5
32-21,1214615328,-7
32-22,1214619234,-12
32-23,1214623140,-15
32-24,1214627046,-16
32-25,1214630952,2
32-26,1214634858,38
32-27,1214638764,74
32-28,1214642670,104
32-29,1214646576,127
32-30,1214650482,143
32-31,1214654388,152
32-32,1214658294,144
32-1,1214662205,121
32-2,1214666111,98
32-3,1214670017,88
32-4,1214673923,87
32-5,1214677829,80
32-6,1214681735,45
32-7,1214685641,-11
32-8,1214689547,-54
32-9,1214693453,-61
32-10,1214697359,-49
32-11,1214701265,-46
32-12,1214705171,-55
32-13,1214709077,-68
32-14,1214712983,-61
32-15,1214716889,-48
32-16,1214720795,-52
32-17,1214724701,-76
32-18,1214728607,-103
32-19,1214732513,-100
32-20,1214736419,-70
32-21,1214740325,-46
32-22,1214744231,-43
32-23,1214748137,-39
32-24,1214752043,-8
32-25,1214755949,39
32-26,1214759855,87
32-27,1214763761,125
32-28,1214767667,145
32-29,1214771573,143
32-30,1214775479,109
32-31,1214779385,49
32-32,1214783291,-8
32-1,1214787203,-27
32-2,1214791109,17
32-3,1214795015,112
32-4,1214798921,195
32-5,1214802827,227
32-6,1214806733,203
32-7,1214810639,134
32-8,1214814545,62
32-9,1214818451,11
32-10,1214822357,-15
32-11,1214826263,-30
32-12,1214830169,-45
32-13,1214834075,-52
32-14,1214837981,-45
32-15,1214841887,-35
32-16,1214845793,-36
32-17,1214849699,-40
32-18,1214853605,-28
32-19,1214857511,7
32-20,1214861417,60
32-21,1214865323,101
32-22,1214869229,111
32-23,1214873135,103
32-24,1214877041,97
32-25,1214880947,97
32-26,1214884853,102
32-27,1214888759,93
32-28,1214892665,73
32-29,1214896571,47
32-30,1214900477,28
32-31,1214904383,25
32-32,1214908289,32
32-1,1214912200,52
32-2,1214916106,72
32-3,1214920012,80
32-4,1214923918,71
32-5,1214927824,48
32-6,1214931730,21
32-7,1214935636,-5
32-8,1214939542,-34
32-9,1214943448,-58
32-10,1214947354,-81
32-11,1214951260,-104
32-12,1214955166,-124
32-13,1214959072,-151
32-14,1214962978,-169
32-15,1214966884,-169
32-16,1214970790,-153
32-17,1214974696,-140
32-18,1214978602,-142
32-19,1214982508,-141
32-20,1214986414,-112
32-21,1214990320,-65
32-22,1214994226,-37
32-23,1214998132,-54
32-24,1215002038,-86
32-25,1215005944,-78
32-26,1215009850,-6
32-27,1215013756,85
32-28,1215017662,136
32-29,1215021568,126
32-30,1215025474,67
32-31,1215029380,-7
32-32,1215033286,-39
32-1,1215037198,-26
32-2,1215041104,9
32-3,1215045010,25
32-4,1215048916,-1
32-5,1215052822,-47
32-6,1215056728,-93
32-7,1215060634,-131
32-8,1215064540,-161
32-9,1215068446,-193
32-10,1215072352,-206
32-11,1215076258,-185
32-12,1215080164,-142
32-13,1215084070,-85
32-14,1215087976,-23
32-15,1215091882,32
