LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
7000,10777,9567,7010,9640,9487
7020,10755,9560,7030,9637,9483
7040,10774,9581,7050,9655,9496
7060,10765,9567,7070,9643,9490
7080,10761,9563,7090,9655,9515
7100,10781,9579,7110,9653,9499
7120,10761,9562,7130,9632,9494
7140,10792,9581,7150,9653,9499
7160,10771,9569,7170,9634,9487
7180,10761,9560,7190,9651,9509
7200,10767,9567,7210,9640,9500
7220,10762,9550,7230,9639,9491
7240,10774,9575,7250,9647,9499
7260,10765,9573,7270,9628,9483
7280,10752,9559,7290,9640,9504
7300,10761,9563,7310,9630,9487
7320,10753,9550,7330,9641,9478
7340,10781,9577,7350,9653,9494
7360,10764,9566,7370,9637,9489
7380,10764,9559,7390,9646,9504
7400,10762,9573,7410,9632,9490
7420,10762,9560,7430,9639,9489
7440,10775,9575,7450,9638,9501
7460,10753,9565,7470,9633,9477
7480,10761,9568,7490,9646,9504
7500,10763,9563,7510,9635,9498
7520,10769,9558,7530,9630,9489
7540,10777,9575,7550,9648,9490
7560,10752,9563,7570,9636,9490
7580,10752,9554,7590,9645,9509
7600,10762,9563,7610,9641,9488
7620,10756,9564,7630,9631,9492
7640,10764,9576,7650,9643,9499
7660,10751,9556,7670,9634,9494
7680,10757,9564,7690,9657,9504
7700,10768,9567,7710,9636,9492
7720,10758,9569,7730,9638,9497
7740,10778,9586,7750,9634,9497
7760,10764,9571,7770,9637,9495
7780,10756,9572,7790,9652,9511
7800,10769,9583,7810,9642,9489
7820,10758,9566,7830,9640,9502
7840,10781,9590,7850,9651,9492
7860,10773,9560,7870,9645,9488
7880,10760,9585,7890,9660,9517
7900,10763,9567,7910,9639,9484
7920,10758,9559,7930,9654,9506
7940,10778,9583,7950,9642,9492
7960,10760,9558,7970,9643,9500
7980,10760,9556,7990,9653,9523
8000,10766,9573,8010,9637,9483
8020,10756,9564,8030,9633,9488
8040,10780,9572,8050,9638,9497
8060,10753,9550,8070,9638,9489
8080,10759,9571,8090,9651,9509
8100,10763,9567,8110,9632,9488
8120,10745,9566,8130,9632,9499
8140,10768,9584,8150,9644,9492
8160,10752,9565,8170,9629,9497
8180,10769,9581,8190,9654,9500
8200,10770,9556,8210,9617,9477
8220,10751,9556,8230,9634,9506
8240,10781,9576,8250,9646,9492
8260,10762,9560,8270,9636,9489
8280,10766,9574,8290,9650,9513
8300,10762,9561,8310,9625,9487
8320,10761,9552,8330,9643,9498
8340,10780,9575,8350,9650,9501
8360,10765,9564,8370,9639,9492
8380,10769,9571,8390,9648,9505
8400,10763,9561,8410,9642,9483
8420,10766,9564,8430,9641,9491
8440,10770,9566,8450,9637,9485
8460,10762,9541,8470,9627,9492
8480,10764,9574,8490,9655,9509
8500,10762,9559,8510,9623,9496
8520,10760,9562,8530,9639,9492
8540,10772,9576,8550,9639,9498
8560,10757,9574,8570,9644,9505
8580,10773,9566,8590,9647,9507
8600,10755,9558,8610,9635,9487
8620,10761,9566,8630,9641,9504
8640,10767,9575,8650,9636,9490
8660,10761,9566,8670,9635,9498
8680,10780,9574,8690,9644,9514
8700,10763,9571,8710,9635,9495
8720,10772,9561,8730,9655,9499
8740,10778,9576,8750,9639,9493
8760,10759,9555,8770,9636,9506
8780,10775,9578,8790,9648,9512
8800,10759,9567,8810,9645,9499
8820,10759,9566,8830,9652,9510
8840,10768,9567,8850,9643,9487
8860,10762,9566,8870,9645,9499
8880,10772,9570,8890,9659,9511
8900,10762,9555,8910,9640,9485
8920,10765,9569,8930,9664,9497
8940,10771,9564,8950,9634,9493
8960,10760,9548,8970,9642,9496
8980,10780,9564,8990,9653,9504
9000,10765,9561,9010,9619,9486
9020,10764,9578,9030,9651,9502
9040,10769,9573,9050,9638,9480
9060,10752,9547,9070,9650,9502
9080,10763,9573,9090,9655,9515
9100,10760,9558,9110,9628,9481
9120,10766,9572,9130,9645,9492
9140,10771,9580,9150,9633,9494
9160,10762,9563,9170,9641,9503
9180,10768,9566,9190,9638,9493
9200,10747,9554,9210,9631,9481
9220,10762,9572,9230,9658,9515
9240,10741,9563,9250,9635,9488
9260,10730,9558,9270,9646,9497
9280,10745,9572,9290,9640,9497
9300,10758,9558,9310,9630,9489
9320,10766,9565,9330,9636,9495
9340,10755,9566,9350,9631,9483
9360,10756,9559,9370,9646,9492
9380,10773,9569,9390,9645,9498
9400,10764,9572,9410,9627,9490
9420,10763,9572,9430,9656,9504
9440,10762,9574,9450,9634,9491
9460,10755,9555,9470,9641,9506
9480,10768,9572,9490,9637,9484
9500,10756,9566,9510,9626,9494
9520,10769,9567,9530,9656,9512
9540,10763,9570,9550,9634,9485
9560,10754,9562,9570,9647,9514
9580,10771,9576,9590,9633,9483
9600,10753,9551,9610,9630,9489
9620,10780,9578,9630,9670,9497
9640,10777,9565,9650,9637,9482
9660,10762,9557,9670,9652,9510
9680,10781,9571,9690,9643,9496
9700,10763,9564,9710,9633,9486
9720,10780,9575,9730,9652,9496
9740,10766,9564,9750,9640,9485
9760,10761,9562,9770,9649,9508
9780,10774,9565,9790,9645,9508
9800,10762,9559,9810,9635,9482
9820,10775,9566,9830,9651,9504
9840,10764,9567,9850,9634,9489
9860,10757,9546,9870,9649,9511
9880,10772,9567,9890,9641,9488
9900,10757,9553,9910,9637,9488
9920,10765,9563,9930,9644,9500
9940,10759,9559,9950,9633,9482
9960,10754,9554,9970,9632,9495
9980,10767,9570,9990,9644,9502
10000,10749,9549,10010,9639,9489
10020,10785,9581,10030,9643,9505
10040,10763,9564,10050,9643,9491
10060,10756,9553,10070,9652,9513
10080,10766,9571,10090,9638,9498
10100,10759,9560,10110,9650,9506
10120,10779,9587,10130,9660,9514
10140,10769,9566,10150,9639,9489
10160,10765,9566,10170,9647,9507
10180,10764,9564,10190,9633,9496
10200,10758,9551,10210,9636,9487
10220,10780,9583,10230,9644,9498
10240,10758,9570,10250,9629,9496
10260,10752,9563,10270,9655,9513
10280,10758,9564,10290,9631,9488
10300,10751,9557,10310,9652,9495
10320,10761,9575,10330,9648,9503
10340,10756,9564,10350,9639,9486
10360,10758,9560,10370,9658,9510
10380,10768,9576,10390,9645,9501
10400,10755,9556,10410,9637,9496
10420,10773,9583,10430,9651,9504
10440,10765,9563,10450,9636,9481
10460,10766,9559,10470,9638,9509
10480,10769,9572,10490,9623,9487
10500,10761,9557,10510,9628,9486
10520,10775,9582,10530,9641,9489
10540,10759,9555,10550,9637,9495
10560,10759,9565,10570,9649,9505
10580,10763,9562,10590,9630,9491
10600,10744,9553,10610,9640,9490
10620,10780,9587,10630,9643,9497
10640,10769,9561,10650,9626,9491
10660,10760,9560,10670,9652,9516
10680,10765,9561,10690,9636,9485
10700,10757,9558,10710,9646,9496
10720,10771,9563,10730,9633,9490
10740,10769,9545,10750,9634,9491
10760,10757,9548,10770,9646,9504
10780,10770,9564,10790,9630,9488
10800,10755,9548,10810,9629,9494
10820,10775,9570,10830,9633,9489
10840,10755,9555,10850,9628,9498
10860,10757,9574,10870,9651,9508
10880,10755,9558,10890,9635,9485
10900,10754,9557,10910,9635,9502
10920,10770,9579,10930,9634,9481
10940,10747,9561,10950,9631,9483
10960,10761,9556,10970,9654,9514
10980,10769,9564,10990,9633,9490
11000,10748,9559,11010,9625,9490
11020,10778,9577,11030,9640,9489
11040,10753,9561,11050,9627,9484
11060,10773,9559,11070,9648,9514
11080,10775,9573,11090,9632,9494
11100,10759,9556,11110,9645,9494
11120,10778,9570,11130,9639,9490
11140,10755,9562,11150,9635,9488
11160,10771,9568,11170,9648,9507
11180,10762,9567,11190,9630,9494
11200,10757,9555,11210,9653,9491
11220,10776,9574,11230,9645,9494
11240,10757,9570,11250,9641,9489
11260,10772,9584,11270,9658,9514
11280,10766,9565,11290,9636,9479
11300,10760,9561,11310,9646,9494
11320,10770,9578,11330,9632,9490
11340,10762,9561,11350,9634,9488
11360,10775,9561,11370,9653,9504
11380,10760,9563,11390,9635,9484
11400,10748,9562,11410,9648,9506
11420,10748,9564,11430,9631,9482
11440,10741,9563,11450,9633,9486
11460,10764,9566,11470,9657,9498
11480,10750,9559,11490,9630,9474
11500,10756,9561,11510,9635,9486
11520,10783,9579,11530,9633,9492
11540,10752,9551,11550,9631,9486
11560,10767,9555,11570,9644,9504
11580,10752,9553,11590,9631,9484
11600,10757,9552,11610,9638,9498
11620,10772,9564,11630,9639,9488
11640,10749,9558,11650,9631,9495
11660,10777,9570,11670,9647,9491
11680,10760,9550,11690,9626,9483
11700,10754,9560,11710,9644,9497
11720,10770,9579,11730,9640,9479
11740,10751,9554,11750,9622,9485
11760,10764,9573,11770,9647,9500
11780,10758,9567,11790,9636,9500
11800,10764,9575,11810,9655,9499
11820,10772,9568,11830,9636,9492
11840,10758,9567,11850,9637,9508
11860,10775,9581,11870,9653,9497
11880,10758,9564,11890,9640,9494
11900,10766,9572,11910,9650,9498
11920,10757,9572,11930,9636,9495
11940,10759,9559,11950,9655,9513
11960,10789,9584,11970,9659,9508
11980,10773,9564,11990,9638,9496
12000,10768,9568,12010,9648,9518
12020,10777,9589,12030,9642,9499
12040,10767,9570,12050,9655,9509
12060,10790,9584,12070,9648,9507
12080,10762,9567,12090,9639,9494
12100,10770,9575,12110,9657,9520
12120,10784,9572,12130,9648,9489
12140,10771,9569,12150,9644,9497
12160,10768,9577,12170,9645,9504
12180,10763,9557,12190,9641,9483
12200,10777,9561,12210,9655,9503
12220,10771,9566,12230,9639,9498
12240,10756,9551,12250,9643,9502
12260,10773,9576,12270,9642,9501
12280,10753,9558,12290,9639,9495
12300,10780,9568,12310,9658,9504
12320,10771,9567,12330,9643,9489
12340,10755,9564,12350,9648,9500
12360,10775,9573,12370,9649,9491
12380,10755,9569,12390,9624,9487
12400,10767,9569,12410,9647,9498
12420,10758,9558,12430,9637,9493
12440,10735,9561,12450,9642,9490
12460,10765,9573,12470,9642,9494
12480,10739,9558,12490,9636,9489
12500,10745,9574,12510,9649,9514
12520,10770,9574,12530,9632,9489
12540,10737,9552,12550,9653,9503
12560,10744,9561,12570,9640,9496
