LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
36000,11881,13123,36010,11835,13002
36020,11861,13127,36030,11863,12995
36040,11881,13122,36050,11826,12990
36060,11874,13125,36070,11812,13003
36080,11910,13135,36090,11813,12992
36100,11880,13111,36110,11839,12986
36120,11852,13126,36130,11851,12988
36140,11874,13104,36150,11822,12985
36160,11871,13110,36170,11807,13002
36180,11904,13129,36190,11819,12998
36200,11876,13134,36210,11834,12994
36220,11854,13125,36230,11852,12982
36240,11876,13125,36250,11838,12998
36260,11877,13139,36270,11812,12994
36280,11913,13128,36290,11814,12993
36300,11879,13127,36310,11835,12991
36320,11862,13125,36330,11849,12986
36340,11872,13124,36350,11833,12983
36360,11881,13123,36370,11799,12982
36380,11904,13114,36390,11815,12980
36400,11866,13124,36410,11831,12987
36420,11853,13123,36430,11849,12988
36440,11869,13121,36450,11841,12984
36460,11889,13118,36470,11793,12976
36480,11910,13126,36490,11814,12980
36500,11872,13115,36510,11840,12980
36520,11856,13120,36530,11869,12987
36540,11869,13123,36550,11833,12985
36560,11888,13117,36570,11813,12985
36580,11915,13111,36590,11817,12979
36600,11874,13111,36610,11855,12995
36620,11843,13120,36630,11860,12976
36640,11882,13116,36650,11835,12983
36660,11892,13124,36670,11810,12985
36680,11912,13126,36690,11820,12980
36700,11878,13115,36710,11852,12983
36720,11849,13118,36730,11869,12993
36740,11869,13115,36750,11824,12993
36760,11897,13113,36770,11801,12998
36780,11920,13122,36790,11813,12989
36800,11874,13126,36810,11835,12977
36820,11850,13121,36830,11864,12988
36840,11866,13128,36850,11830,12990
36860,11890,13112,36870,11802,12989
36880,11927,13115,36890,11820,12986
36900,11873,13113,36910,11843,12954
36920,11854,13093,36930,11862,12938
36940,11865,13099,36950,11847,12956
36960,11902,13097,36970,11805,12951
36980,11926,13094,36990,11826,12956
37000,11877,13096,37010,11840,12873
37020,11865,13056,37030,11862,12938
37040,11869,13063,37050,11823,12898
37060,11896,13081,37070,11804,12985
37080,11924,13067,37090,11835,12948
37100,11878,13107,37110,11847,12988
37120,11863,13072,37130,11875,12995
37140,11869,13116,37150,11831,12983
37160,11906,13113,37170,11806,12989
37180,11924,13122,37190,11812,12988
37200,11878,13131,37210,11858,12997
37220,11855,13115,37230,11874,12989
37240,11874,13116,37250,11841,12990
37260,11906,13126,37270,11802,12989
37280,11920,13121,37290,11825,12986
37300,11887,13127,37310,11852,12997
37320,11863,13116,37330,11883,12986
37340,11882,13113,37350,11831,12990
37360,11899,13122,37370,11801,12984
37380,11922,13116,37390,11834,12985
37400,11884,13135,37410,11860,12980
37420,11875,13113,37430,11873,12974
37440,11894,13116,37450,11840,12995
37460,11922,13131,37470,11839,12990
37480,11924,13126,37490,11846,12984
37500,11881,13122,37510,11876,13002
37520,11887,13121,37530,11882,12985
37540,11895,13134,37550,11827,12979
37560,11932,13125,37570,11819,12991
37580,11922,13121,37590,11840,12988
37600,11886,13116,37610,11858,12992
37620,11885,13136,37630,11885,12987
37640,11891,13133,37650,11839,12982
37660,11926,13126,37670,11836,12981
37680,11933,13138,37690,11839,12978
37700,11897,13127,37710,11868,12990
37720,11879,13120,37730,11892,12993
37740,11896,13130,37750,11834,12979
37760,11924,13121,37770,11830,12984
37780,11933,13133,37790,11852,12996
37800,11900,13124,37810,11880,12993
37820,11888,13129,37830,11883,12983
37840,11886,13105,37850,11837,12985
37860,11931,13140,37870,11829,12986
37880,11936,13130,37890,11852,12990
37900,11892,13120,37910,11877,12981
37920,11891,13122,37930,11888,12979
37940,11917,13131,37950,11849,12981
37960,11935,13121,37970,11846,12980
37980,11944,13111,37990,11864,12955
38000,11910,13099,38010,11888,12941
38020,11889,13089,38030,11874,12937
38040,11909,13080,38050,11838,12934
38060,11935,13082,38070,11825,12953
38080,11933,13088,38090,11860,12980
38100,11893,13103,38110,11873,13001
38120,11885,13115,38130,11882,12989
38140,11899,13105,38150,11840,12993
38160,11934,13100,38170,11829,12995
38180,11930,13122,38190,11853,12988
38200,11905,13119,38210,11880,12990
38220,11882,13121,38230,11871,12986
38240,11894,13120,38250,11844,12989
38260,11933,13121,38270,11828,12988
38280,11918,13115,38290,11852,12986
38300,11895,13110,38310,11874,12992
38320,11889,13127,38330,11865,12987
38340,11876,13119,38350,11823,12984
38360,11919,13121,38370,11824,13002
38380,11923,13132,38390,11843,12996
38400,11877,13125,38410,11872,12990
38420,11868,13120,38430,11873,12988
38440,11898,13118,38450,11840,12998
38460,11915,13119,38470,11821,12977
38480,11917,13124,38490,11837,12991
38500,11889,13109,38510,11869,12987
38520,11875,13118,38530,11884,12987
38540,11881,13122,38550,11841,12990
38560,11921,13120,38570,11824,12981
38580,11918,13114,38590,11834,12976
38600,11892,13117,38610,11872,12981
38620,11874,13115,38630,11882,12984
38640,11910,13120,38650,11832,12986
38660,11925,13126,38670,11835,12993
38680,11922,13129,38690,11849,12984
38700,11888,13123,38710,11877,12990
38720,11875,13120,38730,11886,12983
38740,11894,13101,38750,11842,12992
38760,11945,13125,38770,11832,12989
38780,11928,13126,38790,11849,12985
38800,11894,13123,38810,11877,12985
38820,11869,13123,38830,11881,12989
38840,11903,13116,38850,11833,12979
38860,11924,13124,38870,11825,12980
38880,11916,13123,38890,11840,12981
38900,11886,13112,38910,11868,12974
38920,11865,13118,38930,11880,12988
38940,11893,13118,38950,11825,12995
38960,11928,13115,38970,11822,12982
38980,11923,13110,38990,11841,12987
39000,11884,13126,39010,11878,12971
39020,11879,13124,39030,11882,12982
39040,11895,13112,39050,11832,12970
39060,11915,13094,39070,11827,12952
39080,11930,13088,39090,11845,12943
39100,11897,13076,39110,11871,12905
39120,11874,13049,39130,11869,12885
39140,11893,13050,39150,11818,12905
39160,11913,13055,39170,11836,12987
39180,11924,13096,39190,11852,12982
39200,11892,13129,39210,11885,12990
39220,11881,13110,39230,11889,12997
39240,11912,13125,39250,11833,12998
39260,11927,13115,39270,11835,12994
39280,11940,13123,39290,11847,12992
39300,11891,13118,39310,11877,12991
39320,11878,13124,39330,11878,12991
39340,11902,13129,39350,11839,12991
39360,11930,13106,39370,11833,12976
39380,11922,13117,39390,11850,12978
39400,11893,13112,39410,11876,12992
39420,11889,13124,39430,11875,12975
39440,11897,13120,39450,11824,12974
39460,11937,13125,39470,11841,12995
39480,11925,13120,39490,11860,12982
39500,11874,13111,39510,11884,12983
39520,11888,13108,39530,11877,12995
39540,11893,13125,39550,11842,12992
39560,11924,13123,39570,11840,12994
39580,11916,13111,39590,11855,12987
39600,11884,13125,39610,11877,12992
39620,11888,13123,39630,11872,12985
39640,11907,13123,39650,11838,12982
39660,11914,13121,39670,11834,13000
39680,11917,13131,39690,11851,12997
39700,11882,13121,39710,11884,12998
39720,11886,13123,39730,11867,12988
39740,11915,13125,39750,11825,12981
39760,11932,13123,39770,11838,12974
39780,11908,13119,39790,11851,12994
39800,11877,13119,39810,11875,12987
39820,11889,13112,39830,11853,12986
39840,11900,13129,39850,11834,12995
39860,11911,13126,39870,11847,12985
39880,11905,13127,39890,11849,12983
39900,11871,13130,39910,11878,12999
39920,11888,13114,39930,11858,12988
39940,11908,13122,39950,11817,12978
39960,11911,13122,39970,11853,12983
39980,11908,13122,39990,11838,12978
40000,11878,13129,40010,11883,12991
40020,11904,13119,40030,11857,12987
40040,11912,13127,40050,11816,12977
40060,11935,13121,40070,11850,13014
40080,11909,13131,40090,11853,12984
40100,11886,13129,40110,11891,12988
40120,11889,13115,40130,11850,12975
40140,11905,13108,40150,11831,12940
40160,11931,13085,40170,11842,12929
40180,11912,13073,40190,11856,12932
40200,11859,13078,40210,11879,12941
40220,11898,13085,40230,11846,12961
40240,11903,13110,40250,11824,12972
40260,11925,13100,40270,11839,12989
40280,11910,13110,40290,11846,12966
40300,11868,13106,40310,11892,12991
40320,11893,13096,40330,11840,12978
40340,11910,13044,40350,11826,12959
40360,11933,13101,40370,11839,12999
40380,11921,13086,40390,11854,13000
40400,11870,13099,40410,11883,12995
40420,11890,13095,40430,11854,12991
40440,11900,13119,40450,11817,12984
40460,11932,13130,40470,11844,12987
40480,11910,13123,40490,11843,12986
40500,11871,13127,40510,11884,12985
40520,11898,13135,40530,11858,12994
