178010,-7
178020,-27
178030,-25
178040,-22
178050,-28
178060,-20
178070,-21
178080,-22
178090,-19
178100,-22
178110,-17
178120,-17
178130,-21
178140,-21
178150,-22
178160,-21
178170,-19
178180,-12
178190,-24
178200,-16
178210,-23
178220,-11
178230,-16
178240,-14
178250,-20
178260,-22
178270,-15
178280,-29
178290,-18
178300,-21
178310,-27
178320,-21
178330,-10
178340,-20
178350,-18
178360,-25
178370,-11
178380,-21
178390,-21
178400,-15
178410,-2
178420,-19
178430,-15
178440,-25
178450,-17
178460,-16
178470,-7
178480,-11
178490,-22
178500,-15
178510,-17
178520,-18
178530,-18
178540,-13
178550,-19
178560,-17
178570,-19
178580,-25
178590,-17
178600,-17
178610,-14
178620,-17
178630,-17
178640,-17
178650,-23
178660,-21
178670,-28
178680,-20
178690,-22
178700,-26
178710,-24
178720,-17
178730,-19
178740,-27
178750,-16
178760,-26
178770,-7
178780,-12
178790,-15
178800,-35
178810,-29
178820,-18
178830,-25
178840,-27
178850,-24
178860,-29
178870,-17
178880,-24
178890,-18
178900,-36
178910,-15
178920,-27
178930,-23
178940,-15
178950,-25
178960,-25
178970,-24
178980,-4
178990,-20
179000,-18
179010,-22
179020,-27
179030,-21
179040,-19
179050,-22
179060,-23
179070,-20
179080,-17
179090,-9
179100,-18
179110,-23
179120,-19
179130,-21
179140,-14
179150,-20
179160,-25
179170,-22
179180,-27
179190,-18
179200,-18
179210,-14
179220,-26
179230,-28
179240,-28
179250,-13
179260,-17
179270,-18
179280,-28
179290,-20
179300,-10
179310,-26
179320,-23
179330,-26
179340,-15
179350,-18
179360,-13
179370,-5
179380,-29
179390,-14
179400,-17
179410,-27
179420,-22
179430,-20
179440,-16
179450,-12
179460,-25
179470,-16
179480,-10
179490,-24
179500,-12
179510,-26
179520,-15
179530,-17
179540,-10
179550,-6
179560,-11
179570,-16
179580,-23
179590,-15
179600,-17
179610,-22
179620,-16
179630,-23
179640,-20
179650,-19
179660,-16
179670,-6
179680,-12
179690,-23
179700,-21
179710,-26
179720,-23
179730,-17
179740,-25
179750,-19
179760,-20
179770,-32
179780,-18
179790,-29
179800,-16
179810,-31
179820,-25
179830,-19
179840,-26
179850,-17
179860,-5
179870,-24
179880,-18
179890,-23
179900,-15
179910,-14
179920,-28
179930,-16
179940,-10
179950,-20
179960,-13
179970,-24
179980,-10
179990,-19
180000,-21
180010,-12
180020,-14
180030,-17
180040,-13
180050,-16
180060,-19
180070,-10
180080,-13
180090,-20
180100,-11
180110,-17
180120,-16
180130,-20
180140,-18
180150,-32
180160,-19
180170,-20
180180,-15
180190,-17
180200,-19
180210,-23
180220,-19
180230,-26
180240,-13
180250,-23
180260,-23
180270,-17
180280,-12
180290,-18
180300,-22
180310,-28
180320,-23
180330,-23
180340,-10
180350,-12
180360,-14
180370,-8
180380,3
180390,-14
180400,-24
180410,-19
180420,-20
180430,-14
180440,-23
180450,-32
180460,-15
180470,-25
180480,-19
180490,-20
180500,-26
180510,-30
180520,-21
180530,-14
180540,-25
180550,-26
180560,-22
180570,-32
180580,-25
180590,-23
180600,-18
180610,-19
180620,-16
180630,-27
180640,-20
180650,-7
180660,-23
180670,-30
180680,-20
180690,-13
180700,-14
180710,-20
180720,-17
180730,-11
180740,-15
180750,-31
180760,-4
180770,-7
180780,-21
180790,-14
180800,-23
180810,-17
180820,-26
180830,-12
180840,-27
180850,-8
180860,-23
180870,-25
180880,-25
180890,-26
180900,-28
180910,-25
180920,-6
180930,-18
180940,-13
180950,-18
180960,-16
180970,-25
180980,-25
180990,-20
181000,-10
181010,-10
181020,-10
181030,-21
181040,-27
181050,-17
181060,-17
181070,-29
181080,-22
181090,-16
181100,-24
181110,-32
181120,-26
181130,-26
181140,-21
181150,-36
181160,-22
181170,-30
181180,-19
181190,-20
181200,-16
181210,-27
181220,-15
181230,-14
181240,-6
181250,-26
181260,-18
181270,-25
181280,-25
181290,-16
181300,-18
181310,-19
181320,-17
181330,-16
181340,-21
181350,-25
181360,-17
181370,-24
181380,-19
181390,-26
181400,-35
181410,-20
181420,-26
181430,-19
181440,-25
181450,-13
181460,-23
181470,-24
181480,-18
181490,-25
181500,-28
181510,-15
181520,-14
181530,-24
181540,-24
181550,-18
181560,-28
181570,-27
181580,-23
181590,-14
181600,-22
181610,-24
181620,-19
181630,-25
181640,-20
181650,-16
181660,-18
181670,-24
181680,-22
181690,-23
181700,-29
181710,-28
181720,-16
181730,-17
181740,-24
181750,-22
181760,-22
181770,-17
181780,-28
181790,-27
181800,-24
181810,-15
181820,-27
181830,-20
181840,-25
181850,-17
181860,-27
181870,-16
181880,-22
181890,-19
181900,-8
181910,-15
181920,-29
181930,-22
181940,-17
181950,-17
181960,-14
181970,-18
181980,-16
181990,-17
182000,-21
182010,-12
182020,-14
182030,-34
182040,-20
182050,-20
182060,-24
182070,-14
182080,-25
182090,-22
182100,-27
182110,-25
182120,-16
182130,-14
182140,-19
182150,-20
182160,-13
182170,-19
182180,-24
182190,-23
182200,-17
182210,-26
182220,-25
182230,-25
182240,-22
182250,-13
182260,-19
182270,-14
182280,-13
182290,-26
182300,-20
182310,-11
182320,-22
182330,-32
182340,-15
182350,-26
182360,-22
182370,-13
182380,-12
182390,-26
182400,-25
182410,-19
182420,-19
182430,-12
182440,-20
182450,-21
182460,-15
182470,-16
182480,-19
182490,-29
182500,-24
182510,-21
182520,-29
182530,-19
182540,-19
182550,-16
182560,-21
182570,-15
182580,-30
182590,-14
182600,-23
182610,-26
182620,-10
182630,-16
182640,-25
182650,-21
182660,-23
182670,-6
182680,-28
182690,-27
182700,-24
182710,-24
182720,-22
182730,-24
182740,-10
182750,-28
182760,-13
182770,-20
182780,-16
182790,-20
182800,-23
182810,-28
182820,-14
182830,-19
182840,-21
182850,-21
182860,-18
182870,-19
182880,-21
182890,-19
182900,-16
182910,-16
182920,-33
182930,-19
182940,-11
182950,-19
182960,-10
182970,-14
182980,-14
182990,-8
183000,-18
183010,-9
183020,-16
183030,-10
183040,-23
183050,-21
183060,-21
183070,-19
183080,-16
183090,-18
183100,-21
183110,-27
183120,-19
183130,-22
183140,-10
183150,-25
183160,-14
183170,-22
183180,-21
183190,-20
183200,-7
183210,-29
183220,-16
183230,-31
183240,-24
183250,-23
183260,-20
183270,-17
183280,-16
183290,-14
183300,-29
183310,-16
183320,-24
183330,-22
183340,-23
183350,-22
183360,-13
183370,-19
183380,-25
183390,-27
183400,-18
183410,-17
183420,-27
183430,-9
183440,-15
183450,-19
183460,-12
183470,-17
183480,-22
183490,-23
183500,-12
183510,-10
183520,-32
183530,-31
183540,-24
183550,-14
183560,-21
183570,-23
183580,-23
183590,-20
183600,-31
183610,-13
183620,-19
183630,-19
183640,-6
183650,-5
183660,-21
183670,-27
183680,-21
183690,-14
183700,-15
183710,-20
183720,-31
183730,-30
183740,-22
183750,-22
183760,-29
183770,-24
183780,-15
183790,-28
183800,-20
183810,-25
183820,-21
183830,-20
183840,-17
183850,-23
183860,-17
183870,-26
183880,-23
183890,-27
183900,-15
183910,-16
183920,-15
183930,-19
183940,-23
183950,-28
183960,-10
183970,-16
183980,-29
183990,-13
184000,-18
184010,-17
184020,-33
184030,-19
184040,-27
184050,-15
184060,-18
184070,-20
184080,-15
184090,-19
184100,-17
184110,-25
184120,-24
184130,-13
184140,-18
184150,-16
184160,-28
184170,-21
184180,-30
184190,-19
184200,-14
184210,-12
184220,-24
184230,-12
184240,-11
184250,-23
184260,-23
184270,-19
184280,-18
184290,-14
184300,-17
184310,-13
184320,-18
184330,-16
184340,-23
184350,-21
184360,-21
184370,-29
184380,-25
184390,-23
184400,-10
184410,-14
184420,-22
184430,-16
184440,-19
184450,-16
184460,-26
184470,-10
184480,-20
184490,-27
184500,-26
184510,-23
184520,-25
184530,-19
184540,-26
184550,-25
184560,-19
184570,-18
184580,-11
184590,-14
184600,-12
184610,-25
184620,-33
184630,-14
184640,-17
184650,-11
184660,-23
184670,-19
184680,-22
184690,-12
184700,-19
184710,-19
184720,-15
184730,-24
184740,-27
184750,-14
184760,-30
184770,-18
184780,-26
184790,-20
184800,-19
184810,-31
184820,-28
184830,-24
184840,-25
184850,-23
184860,-22
184870,-18
184880,-24
184890,-20
184900,-12
184910,-28
