LED1 Timestamp (ms),LED1_PD1,LED1_PD2,LED2 Timestamp (ms),LED2_PD1,LED2_PD2
541320,13536,-55541330,13532,-59
541340,13531,-54541350,13530,-51
541360,13529,-54541370,13533,-53
541380,13538,-48541390,13531,-56
541400,13531,-49541410,13526,-50
541420,13538,-51541430,13534,-57
541440,13530,-53541450,13525,-47
541460,13523,-53541470,13537,-48
541480,13531,-41541490,13523,-52
541500,13543,-54541510,13527,-55
541520,13531,-51541530,13542,-48
541540,13540,-44541550,13541,-41
541560,13526,-57541570,13535,-45
541580,13530,-59541590,13525,-49
541600,13533,-57541610,13540,-45
541620,13548,-48541630,13537,-54
541640,13530,-47541650,13533,-47
541660,13542,-52541670,13543,-52
541680,13528,-54541690,13524,-51
541700,13543,-42541710,13539,-47
541720,13535,-50541730,13533,-55
541740,13535,-48541750,13545,-46
541760,13531,-55541770,13539,-49
541780,13541,-53541790,13547,-46
541800,13525,-57541810,13535,-42
541820,13538,-48541830,13526,-42
541840,13526,-56541850,13532,-49
541860,13541,-55541870,13539,-47
541880,13541,-48541890,13548,-42
541900,13540,-56541910,13532,-53
541920,13535,-49541930,13548,-54
541940,13530,-42541950,13541,-37
541960,13532,-44541970,13534,-51
541980,13534,-55541990,13533,-46
542000,13527,-48542010,13518,-53
542020,13535,-49542030,13534,-50
542040,13520,-42542050,13506,-51
542060,13496,-49542070,13503,-55
542080,13500,-45542090,13503,-47
542100,13513,-43542110,13506,-41
542120,13510,-42542130,13516,-46
542140,13527,-49542150,13526,-46
542160,13537,-47542170,13534,-42
542180,13549,-50542190,13547,-54
542200,13536,-48542210,13530,-44
542220,13544,-53542230,13537,-51
542240,13532,-52542250,13542,-48
542260,13540,-40542270,13540,-53
542280,13550,-45542290,13539,-52
542300,13542,-46542310,13546,-51
542320,13534,-52542330,13548,-49
542340,13546,-47542350,13527,-47
542360,13527,-51542370,13533,-48
542380,13537,-46542390,13534,-52
542400,13526,-51542410,13541,-56
542420,13539,-49542430,13534,-51
542440,13542,-55542450,13547,-49
542460,13538,-51542470,13536,-48
542480,13535,-53542490,13536,-42
542500,13528,-42542510,13543,-46
